date,ticker,sentiment_mean,sentiment_max,sentiment_min,sentiment_count,sentiment_index
2023-01-03,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-01-05,AAPL,0.251187,0.251187,0.251187,1,0.17410956084331097
2023-01-12,AAPL,0.174271,0.233677,0.114865,2,0.19145626215848016
2023-01-13,AAPL,0.402375,0.402375,0.402375,1,0.27890509677780795
2023-01-18,GOOG,0.00686,0.00686,0.00686,1,0.004754989658641224
2023-01-19,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-01-25,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-01-25,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-01-26,AAPL,0.148037,0.295074,0.001,2,0.16263526737756098
2023-02-07,AAPL,0.184361,0.184361,0.184361,1,0.12778930735521207
2023-02-07,GOOG,0.282139,0.311079,0.225033,3,0.39112770475200476
2023-02-08,GOOG,0.101041,0.101041,0.101041,1,0.07003628427095744
2023-02-17,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-02-22,AAPL,0.353217,0.353217,0.353217,1,0.2448313676758422
2023-02-23,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-02-26,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-02-28,AAPL,0.600169,0.600169,0.600169,1,0.41600545020948176
2023-02-28,GOOG,0.421159,0.421159,0.421159,1,0.291925173417446
2023-03-01,AAPL,0.082168,0.082168,0.082168,1,0.05695451753224959
2023-03-03,AAPL,0.190019,0.190019,0.190019,1,0.13171113410282023
2023-03-03,GOOG,0.372837,0.372837,0.372837,1,0.2584309153584283
2023-03-07,AAPL,0.031804,0.062608,0.001,2,0.03494026522880056
2023-03-07,GOOG,0.062608,0.062608,0.062608,1,0.04339655868049705
2023-03-09,GOOG,0.300356,0.300356,0.300356,1,0.20819091456426295
2023-03-10,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-03-12,AAPL,0.228044,0.228044,0.228044,1,0.15806805564361215
2023-03-19,AAPL,0.070535,0.070535,0.070535,1,0.048891136380795744
2023-03-21,AAPL,0.300607,0.300607,0.300607,1,0.2083648945065835
2023-03-28,AAPL,0.339061,0.339061,0.339061,1,0.2350191761878356
2023-03-29,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-03-31,AAPL,0.312741,0.312741,0.312741,1,0.21677554239549784
2023-04-03,AAPL,0.229974,0.25177,0.208178,2,0.2526522624741599
2023-04-05,AAPL,0.260535,0.260535,0.260535,1,0.18058910068718537
2023-04-06,AAPL,0.214531,0.214531,0.214531,1,0.14870155779270564
2023-04-10,AAPL,0.343752,0.374618,0.312886,2,0.37765017145424007
2023-04-13,AAPL,0.474114,0.474114,0.474114,1,0.3286307823639979
2023-04-17,AAPL,0.419238,0.419238,0.419238,1,0.29059363768359037
2023-04-18,AAPL,0.158501,0.158501,0.158501,1,0.1098645212659319
2023-04-24,AAPL,0.306616,0.306616,0.306616,1,0.2125300159145682
2023-04-25,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-04-27,AAPL,0.362708,0.362708,0.362708,1,0.25141002756653663
2023-05-02,AAPL,0.059008,0.059008,0.059008,1,0.04090122883048125
2023-05-03,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-05-04,AAPL,0.190652,0.190652,0.190652,1,0.13214989626811469
2023-05-05,AAPL,0.3273365,0.405836,0.248837,2,0.3596159014296087
2023-05-06,AAPL,0.726904,0.726904,0.726904,1,0.5038514581377465
2023-05-12,AAPL,0.247747,0.247747,0.247747,1,0.17172513454218477
2023-05-16,AAPL,0.410418,0.410418,0.410418,1,0.28448007955105165
2023-05-22,AAPL,0.288597,0.288597,0.288597,1,0.20004019686805852
2023-05-23,AAPL,0.387623,0.45718,0.318066,2,0.4258473911703987
2023-05-26,GOOG,0.2957,0.2957,0.2957,1,0.20496362129157583
2023-05-30,GOOG,0.116108,0.116108,0.116108,1,0.08047993284045413
2023-05-31,AAPL,0.133297,0.133297,0.133297,1,0.09239443972709903
2023-05-31,GOOG,0.27607,0.27607,0.27607,1,0.19135714213718408
2023-06-01,AAPL,0.26548649999999996,0.368955,0.162018,2,0.2916667313754861
2023-06-02,AAPL,0.025498,0.025498,0.025498,1,0.017673866809917484
2023-06-05,AAPL,0.43928,0.43928,0.43928,1,0.3044856934763728
2023-06-06,GOOG,0.172246,0.172246,0.172246,1,0.11939182926272834
2023-06-08,AAPL,0.41358,0.41358,0.41358,1,0.28667181093598215
2023-06-09,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-06-15,GOOG,0.356343,0.356343,0.356343,1,0.2469981457622726
2023-06-22,GOOG,0.336215,0.336215,0.336215,1,0.23304647931196198
2023-06-23,GOOG,0.155618,0.155618,0.155618,1,0.10786617794437757
2023-06-27,GOOG,0.300512,0.300512,0.300512,1,0.20829904552443027
2023-06-29,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-06-29,GOOG,0.40880099999999997,0.503709,0.313893,2,0.4491138022198119
2023-06-30,AAPL,0.3084854,0.854846,0.035958,5,0.5527316365686042
2023-07-05,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-07-06,AAPL,0.196567,0.196567,0.196567,1,0.13624986184112675
2023-07-10,AAPL,0.2089995,0.304117,0.113882,2,0.22960941902549062
2023-07-11,AAPL,0.33584,0.33584,0.33584,1,0.23278654911925203
2023-07-11,GOOG,0.671772,0.671772,0.671772,1,0.4656368677791156
2023-07-12,AAPL,0.126663,0.126663,0.126663,1,0.08779610133126435
2023-07-13,GOOG,0.360091,0.360091,0.360091,1,0.24959606139501125
2023-07-17,AAPL,0.10679,0.10679,0.10679,1,0.07402118741199655
2023-07-18,GOOG,0.172838,0.172838,0.172838,1,0.11980217239361982
2023-07-19,AAPL,0.606452,0.606452,0.606452,1,0.4203604939449399
2023-07-20,AAPL,0.18678650000000002,0.195173,0.1784,2,0.2052059442573059
2023-07-25,AAPL,0.388363,0.388363,0.388363,1,0.26919271848380205
2023-07-26,AAPL,0.275816,0.275816,0.275816,1,0.19118108275332188
2023-07-28,AAPL,0.119775,0.119775,0.119775,1,0.08302170355156745
2023-08-01,AAPL,0.330187,0.333907,0.326467,2,0.36274749575845716
2023-08-04,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-08-07,AAPL,0.171709,0.268063,0.075355,2,0.18864161747491245
2023-08-07,GOOG,0.319232,0.319232,0.319232,1,0.22127476074451247
2023-08-08,AAPL,0.079453,0.079453,0.079453,1,0.05507262293702933
2023-08-08,GOOG,0.203729,0.203729,0.203729,1,0.1412141819482971
2023-08-15,AAPL,0.054407,0.054407,0.054407,1,0.03771205865272494
2023-08-15,GOOG,0.054407,0.054407,0.054407,1,0.03771205865272494
2023-08-17,AAPL,0.587725,0.587725,0.587725,1,0.4073799266945939
2023-08-23,AAPL,0.212183,0.212183,0.212183,1,0.14707404821275089
2023-08-27,AAPL,0.059608,0.059608,0.059608,1,0.04131711713881722
2023-08-28,AAPL,0.408886,0.408886,0.408886,1,0.2834181780704338
2023-08-29,AAPL,0.126681,0.126681,0.126681,1,0.08780857798051442
2023-08-29,GOOG,0.32582133333333335,0.426486,0.268533,3,0.45168427713256426
2023-08-30,AAPL,0.30311350000000004,0.464204,0.142023,2,0.3330042159612011
2023-09-05,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-09-06,GOOG,0.382066,0.382066,0.382066,1,0.26482797068781605
2023-09-07,AAPL,0.162825,0.162825,0.162825,1,0.1128616896746731
2023-09-08,AAPL,0.313253,0.313253,0.313253,1,0.21713043375194455
2023-09-10,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-09-11,AAPL,0.1847195,0.364798,0.001,4,0.2972945664658708
2023-09-11,GOOG,0.364845,0.364845,0.364845,1,0.2528912830913932
2023-09-12,AAPL,0.34598399999999996,0.648622,0.035591,5,0.6199201082013993
2023-09-12,GOOG,0.178787,0.178787,0.178787,1,0.12392570497077093
2023-09-13,AAPL,0.317151,0.317151,0.317151,1,0.2198323214617672
2023-09-14,AAPL,0.399811,0.465643,0.333979,2,0.4392372777446857
2023-09-14,GOOG,0.333979,0.333979,0.333979,1,0.23149660221622997
2023-09-15,AAPL,0.035996,0.035996,0.035996,1,0.02495052591143579
2023-09-17,AAPL,0.248134,0.248134,0.248134,1,0.17199338250106147
2023-09-17,GOOG,0.336346,0.336346,0.336346,1,0.23313728159261535
2023-09-21,AAPL,0.283975,0.283975,0.283975,1,0.19683647059951045
2023-09-22,AAPL,0.304799,0.304799,0.304799,1,0.21127056748749076
2023-09-22,GOOG,0.420636,0.420636,0.420636,1,0.29156265744201315
2023-09-26,AAPL,0.227736,0.33516,0.120312,2,0.25019356817212063
2023-09-27,AAPL,0.1305295,0.260059,0.001,2,0.14340131273370402
2023-09-27,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-09-28,GOOG,0.313048,0.313048,0.313048,1,0.21698833857992975
2023-10-02,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-10-12,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-10-15,AAPL,0.10076,0.10076,0.10076,1,0.06984150991322009
2023-10-18,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-10-20,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-10-24,AAPL,0.22147399999999998,0.34423,0.107107,3,0.3070281573346666
2023-10-25,AAPL,0.077449,0.077449,0.077449,1,0.05368355598718721
2023-10-30,AAPL,0.400079,0.400079,0.400079,1,0.2773136308512424
2023-11-01,AAPL,0.3094635,0.318782,0.300145,2,0.3399804039942436
2023-11-01,GOOG,0.25998,0.318782,0.201178,2,0.28561722280793517
2023-11-02,AAPL,0.035918,0.035918,0.035918,1,0.024896460431352112
2023-11-02,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-11-04,AAPL,0.037472,0.037472,0.037472,1,0.025973611149942268
2023-11-05,AAPL,0.232547,0.232547,0.232547,1,0.1611892973976736
2023-11-07,AAPL,0.22452149999999998,0.234395,0.214648,2,0.24666207897019699
2023-11-07,GOOG,0.050189,0.050189,0.050189,1,0.03478836384512309
2023-11-09,AAPL,0.041129,0.041129,0.041129,1,0.028508450389249988
2023-11-10,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-11-13,AAPL,0.327422,0.327422,0.327422,1,0.2269516361532984
2023-11-13,GOOG,0.083434,0.083434,0.083434,1,0.05783204186283847
2023-11-14,AAPL,0.13189166666666666,0.21811,0.001,3,0.18284067377870422
2023-11-15,GOOG,0.27374,0.27374,0.27374,1,0.1897421092064794
2023-11-16,AAPL,0.208058,0.208058,0.208058,1,0.1442148160929411
2023-11-19,AAPL,0.147481,0.147481,0.147481,1,0.1022260393361613
2023-11-20,AAPL,0.2444055,0.487811,0.001,2,0.2685068857180737
2023-11-21,AAPL,0.3147715,0.409077,0.220466,2,0.3458118380224939
2023-11-22,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-11-25,AAPL,0.075954,0.075954,0.075954,1,0.05264730095225008
2023-11-27,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-11-27,GOOG,0.44253,0.44253,0.44253,1,0.30673842181319255
2023-11-30,AAPL,0.3926595,0.579529,0.226888,6,0.7640801061729847
2023-12-01,AAPL,0.342759,0.342759,0.342759,1,0.23758243446154628
2023-12-03,GOOG,0.37804,0.37804,0.37804,1,0.2620373601388817
2023-12-06,AAPL,0.065469,0.129938,0.001,2,0.07192504792681248
2023-12-06,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2023-12-07,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-12-07,GOOG,0.121068,0.121068,0.121068,1,0.08391794285603145
2023-12-08,AAPL,0.268917,0.268917,0.268917,1,0.18639906035463882
2023-12-08,GOOG,0.268917,0.268917,0.268917,1,0.18639906035463882
2023-12-14,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2023-12-15,GOOG,0.300057,0.300057,0.300057,1,0.20798366355727552
2023-12-19,AAPL,0.252024,0.252024,0.252024,1,0.17468972503343966
2023-12-29,AAPL,0.184916,0.184916,0.184916,1,0.12817400404042284
2023-12-31,AAPL,0.3761664,0.867223,0.001,10,0.902007632345581
2023-12-31,GOOG,0.259086,0.259086,0.259086,1,0.17958473042255396
2024-01-04,AAPL,0.212135,0.212135,0.212135,1,0.14704077714808397
2024-01-08,GOOG,0.266006,0.266006,0.266006,1,0.1843813089120288
2024-01-09,AAPL,0.198066,0.198066,0.198066,1,0.13728888946478612
2024-01-09,GOOG,0.742898,0.742898,0.742898,1,0.5149376541436222
2024-01-10,AAPL,0.145502,0.290004,0.001,2,0.15985028522578731
2024-01-11,GOOG,0.251507,0.251507,0.251507,1,0.17433136794109014
2024-01-15,AAPL,0.281532,0.281532,0.281532,1,0.19514311203740253
2024-01-16,AAPL,0.2955545,0.355842,0.235267,2,0.32469980567115886
2024-01-16,GOOG,0.355842,0.355842,0.355842,1,0.24665087902481206
2024-01-18,GOOG,0.252854,0.252854,0.252854,1,0.1752650371933044
2024-01-19,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-01-22,AAPL,0.354402,0.354402,0.354402,1,0.24565274708480572
2024-01-23,AAPL,0.349292,0.349292,0.349292,1,0.2421107649921444
2024-01-25,AAPL,0.114882,0.228764,0.001,2,0.1262107769467698
2024-01-26,AAPL,0.2052746666666667,0.33648,0.060867,3,0.2845711128807652
2024-01-30,AAPL,0.279901,0.562452,0.001,3,0.3880251779718185
2024-01-31,GOOG,0.367727,0.367727,0.367727,1,0.254888933265767
2024-02-01,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-02-02,AAPL,0.3046336,0.460883,0.191121,5,0.5458301374450316
2024-02-02,GOOG,0.450131,0.450131,0.450131,1,0.3120070335326287
2024-02-03,AAPL,0.180709,0.180709,0.180709,1,0.12525793385180717
2024-02-06,AAPL,0.251399,0.251399,0.251399,1,0.17425650804558968
2024-02-07,AAPL,0.382968,0.382968,0.382968,1,0.2654531894446811
2024-02-07,GOOG,0.37003,0.37003,0.37003,1,0.2564852512225966
2024-02-08,GOOG,0.348161,0.348161,0.348161,1,0.2413268155309311
2024-02-12,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2024-02-13,GOOG,0.1873,0.1873,0.1873,1,0.12982646691887775
2024-02-14,AAPL,0.100523,0.100523,0.100523,1,0.06967723403142738
2024-02-15,AAPL,0.222763,0.222763,0.222763,1,0.15440754538307508
2024-02-16,AAPL,0.302805,0.302805,0.302805,1,0.20988843200945423
2024-02-21,GOOG,0.4061545,0.533755,0.278554,2,0.44620632479785177
2024-02-22,AAPL,0.2346455,0.349903,0.119388,2,0.25778442978067295
2024-02-23,AAPL,0.443686,0.443686,0.443686,1,0.3075396999539199
2024-02-23,GOOG,0.263016,0.263016,0.263016,1,0.1823087988421546
2024-02-24,AAPL,0.389659,0.389659,0.389659,1,0.2700910372298077
2024-02-28,AAPL,0.346125,0.38573,0.30652,2,0.38025717841524953
2024-02-29,AAPL,0.48175,0.563673,0.399827,2,0.5292564700658619
2024-03-01,AAPL,0.0923635,0.121309,0.063418,2,0.10147167612439696
2024-03-01,GOOG,0.3634,0.3634,0.3634,1,0.2518896854154841
2024-03-04,AAPL,0.121217,0.121217,0.121217,1,0.0840212217859349
2024-03-04,GOOG,0.249094,0.249094,0.249094,1,0.17265880379439902
2024-03-05,AAPL,0.304718,0.304718,0.304718,1,0.2112144225658654
2024-03-06,AAPL,0.3306215,0.400978,0.260265,2,0.3632248427978835
2024-03-08,AAPL,0.308045,0.308045,0.308045,1,0.21352052323558834
2024-03-11,AAPL,0.254009,0.254009,0.254009,1,0.17606562218685112
2024-03-11,GOOG,0.254009,0.254009,0.254009,1,0.17606562218685112
2024-03-12,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-03-12,GOOG,0.2711655,0.320832,0.221499,2,0.2979057505628323
2024-03-13,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-03-13,GOOG,0.328954,0.328954,0.328954,1,0.22801353763391627
2024-03-14,AAPL,0.370862,0.370862,0.370862,1,0.25706194967682244
2024-03-15,AAPL,0.405016,0.405016,0.405016,1,0.2807356984816668
2024-03-15,GOOG,0.256627,0.256627,0.256627,1,0.17788028150555707
2024-03-18,AAPL,0.2996855,0.383003,0.216368,2,0.3292381730356468
2024-03-19,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-03-19,GOOG,0.001,0.001,0.001,1,0.0006931471805599453
2024-03-20,AAPL,0.064859,0.064859,0.064859,1,0.04495683298393749
2024-03-21,AAPL,0.19141750000000002,0.339189,0.043646,2,0.21029361776612793
2024-03-21,GOOG,0.247098,0.247098,0.247098,1,0.17127528202200137
2024-03-22,AAPL,0.17094399999999998,0.36955,0.001,3,0.23697870326727855
2024-03-23,AAPL,0.479818,0.479818,0.479818,1,0.33258449388191186
2024-03-27,AAPL,0.581924,0.581924,0.581924,1,0.4033589799001656
2024-03-28,AAPL,0.085188,0.169376,0.001,2,0.09358858364705894
2024-04-02,AAPL,0.274556,0.294868,0.255321,4,0.4418808354862569
2024-04-02,GOOG,0.36138750000000003,0.570744,0.152031,2,0.3970247484710466
2024-04-04,GOOG,0.3157625,0.318287,0.313238,2,0.346900562800564
2024-04-08,AAPL,0.334404,0.334404,0.334404,1,0.23179118976796792
2024-04-09,AAPL,0.095554,0.095554,0.095554,1,0.06623298569122502
2024-04-09,GOOG,0.095554,0.095554,0.095554,1,0.06623298569122502
2024-04-10,GOOG,0.10604,0.10604,0.10604,1,0.0735013270265766
2024-04-18,AAPL,0.18419449999999998,0.31886,0.049529,2,0.20235834120507812
2024-04-19,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-04-20,AAPL,0.412925,0.412925,0.412925,1,0.2862177995327154
2024-04-21,GOOG,0.243107,0.243107,0.243107,1,0.1685089316243866
2024-04-23,GOOG,0.240502,0.240502,0.240502,1,0.16670328321902797
2024-04-24,AAPL,0.407638,0.407638,0.407638,1,0.28255313038909496
2024-04-25,GOOG,0.312799,0.312799,0.312799,1,0.2168157449319703
2024-04-26,GOOG,0.44829,0.44829,0.44829,1,0.3107309495732179
2024-04-29,AAPL,0.366478,0.366478,0.366478,1,0.25402319243724764
2024-04-29,GOOG,0.366478,0.366478,0.366478,1,0.25402319243724764
2024-04-30,AAPL,0.311437,0.311437,0.311437,1,0.2158716784720477
2024-04-30,GOOG,0.11565600000000001,0.178574,0.052738,2,0.1270611028581989
2024-05-01,GOOG,0.242134,0.242134,0.242134,1,0.1678344994177018
2024-05-02,GOOG,0.044736,0.044736,0.044736,1,0.031008632269529712
2024-05-03,AAPL,0.259416,0.259416,0.259416,1,0.17981346899213876
2024-05-05,GOOG,0.155182,0.155182,0.155182,1,0.10756396577365342
2024-05-06,GOOG,0.1828815,0.364763,0.001,2,0.20091586327005692
2024-05-07,AAPL,0.291051,0.291051,0.291051,1,0.20174118004915265
2024-05-08,AAPL,0.061657,0.061657,0.061657,1,0.04273737571178454
2024-05-09,AAPL,0.17692166666666664,0.330649,0.001,3,0.24526550885993287
2024-05-09,GOOG,0.228559,0.228559,0.228559,1,0.15842502644160053
2024-05-14,AAPL,0.454562,0.454562,0.454562,1,0.31507836868968986
2024-05-14,GOOG,0.44252,0.44252,0.44252,1,0.306731490341387
2024-05-15,AAPL,0.227154,0.446049,0.08685,4,0.3655902595610556
2024-05-15,GOOG,0.2437,0.2437,0.2437,1,0.16891996790245867
2024-05-16,AAPL,0.1659775,0.2085,0.123455,2,0.1823449211424112
2024-05-18,AAPL,0.165403,0.329806,0.001,2,0.18171376838257136
2024-05-20,AAPL,0.1220565,0.243113,0.001,2,0.13409277081181914
2024-05-21,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
2024-05-21,GOOG,0.242576,0.242576,0.242576,1,0.1681408704715093
2024-05-23,AAPL,0.16373366666666667,0.416151,0.001,3,0.22698305882548378
2024-05-27,AAPL,0.001,0.001,0.001,1,0.0006931471805599453
